,shot_num,latitude,longitude,elev_highest,elev_lowest,rh25,rh50,rh75,rh98,canopy_top_h,quality_flag,degrade_flag
255834,206590100300198134,32.42650636260921,-91.87751807243527,-1.6172041,-6.6594934,-1.26,0.0,1.3,4.14,5.04,1,0
255837,206590100300198137,32.42541756502174,-91.87623103654413,-2.5383413,-6.6468725,-1.19,0.0,1.15,3.36,4.1,1,0
255839,206590100300198139,32.42469071471513,-91.87537256829481,-1.6041734,-5.899456,-1.23,-0.03,1.12,3.36,4.29,1,0
255840,206590100300198140,32.424327758195204,-91.87494370718673,-1.8911383,-6.11172,-1.34,-0.11,1.08,3.39,4.22,1,0
255843,206590100300198143,32.42323775283684,-91.87365672412918,-1.3235102,-5.581442,-1.26,-0.03,1.19,3.51,4.25,1,0
255845,206590100300198145,32.422502183646685,-91.8727933001171,12.278878,-6.47096,0.11,3.73,12.58,17.55,18.74,1,0
255846,206590100300198146,32.4221418750475,-91.87236649940196,7.3584857,-6.1623135,-1.08,0.18,1.56,12.02,13.52,1,0
255847,206590100300198147,32.421783320885005,-91.87194090911935,-0.3856401,-5.6146784,-1.15,0.03,1.26,4.03,5.22,1,0
255848,206590100300198148,32.42142026630046,-91.87151251953894,-1.2602704,-5.1446986,-1.3,-0.14,0.97,3.02,3.88,1,0
255849,206590100300198149,32.42105664844739,-91.87108384933437,-1.3627098,-5.172437,-1.41,-0.22,0.89,2.91,3.8,1,0
255850,206590100300198150,32.420685626393436,-91.87065051115091,9.912042,-5.4389195,-0.63,1.08,7.35,14.23,15.35,1,0
255851,206590100300198151,32.4203207047655,-91.87022115478527,11.642769,-5.501004,-0.59,0.93,9.59,16.06,17.14,1,0
255852,206590100300198152,32.4199652057693,-91.86979790537971,-1.3120661,-5.7940984,-1.3,-0.07,1.15,3.54,4.48,1,0
255853,206590100300198153,32.41960162792554,-91.86936954399701,-1.8306687,-5.5656953,-1.56,-0.33,0.78,2.8,3.73,1,0
255854,206590100300198154,32.419237510923054,-91.86894089812284,-1.5909628,-5.699492,-1.38,-0.18,0.97,3.17,4.1,1,0
255855,206590100300198155,32.418873384050855,-91.86851230302949,-1.4083748,-5.2928023,-1.56,-0.29,0.85,2.91,3.88,1,0
255856,206590100300198156,32.418509349685635,-91.86808382049317,-1.4366496,-5.5451784,-1.49,-0.22,0.93,3.13,4.1,1,0
255857,206590100300198157,32.41813842688642,-91.86765097357826,9.144891,-6.355468,-0.03,2.8,9.74,14.37,15.5,1,0
255858,206590100300198158,32.41778117038079,-91.86722692851444,-1.5067476,-5.876728,-1.34,-0.14,1.04,3.47,4.36,1,0
255861,206590100300198161,32.41668838697141,-91.86594156333597,-1.204281,-5.238109,-1.15,-0.03,1.08,3.24,4.03,1,0
255862,206590100300198162,32.41632421632795,-91.8655132308294,-1.3303334,-5.438862,-1.26,-0.14,0.97,3.17,4.1,1,0
255863,206590100300198163,32.41595954209133,-91.86508460143348,-0.7116279,-5.0442576,-1.3,-0.07,1.12,3.43,4.33,1,0
255865,206590100300198165,32.41523080350173,-91.86422779580121,-0.5059885,-4.4651155,-1.45,-0.14,1.08,3.21,3.95,1,0
255867,206590100300198167,32.41450189792542,-91.86337094056051,-0.12571591,-4.831848,-1.12,0.07,1.34,3.84,4.7,1,0
255868,206590100300198168,32.41413764094235,-91.86294264966931,-0.2600622,-4.7420926,-1.41,-0.14,1.12,3.54,4.48,1,0
255869,206590100300198169,32.41377287591425,-91.86251403580532,0.38520923,-4.7317753,-1.23,0.07,1.41,4.1,5.11,1,0
255870,206590100300198170,32.41340842063042,-91.86208561891348,0.54756165,-4.382672,-1.26,0.11,1.45,3.99,4.93,1,0
255871,206590100300198171,32.41304437412505,-91.86165749339638,0.17783582,-4.1547933,-1.23,0.0,1.19,3.47,4.33,1,0
255873,206590100300198173,32.41230830411038,-91.86079614237443,11.863413,-3.9357433,-1.19,0.26,1.97,14.52,15.79,1,0
255874,206590100300198174,32.41195143079578,-91.86037261407081,0.40474147,-3.8905373,-1.49,-0.22,0.97,3.24,4.29,1,0
255875,206590100300198175,32.411587541264325,-91.8599445894158,-0.20205107,-4.1611776,-1.45,-0.22,0.89,3.02,3.95,1,0
255876,206590100300198176,32.411223336078244,-91.85951636339632,-0.33999154,-4.149717,-1.49,-0.26,0.85,2.91,3.8,1,0
255877,206590100300198177,32.41085014287671,-91.85908238166078,13.419313,-3.4629982,-0.14,2.68,9.74,15.68,16.88,1,0
255878,206590100300198178,32.41049401566662,-91.85865933701383,0.7126516,-4.254931,-1.19,0.11,1.49,4.07,4.96,1,0
255880,206590100300198180,32.40976559508846,-91.85780291020527,0.23282848,-4.435952,-1.23,0.03,1.38,3.8,4.66,1,0
255881,206590100300198181,32.40940097084118,-91.85737444358188,0.5677671,-4.213064,-1.26,0.03,1.41,3.92,4.78,1,0
255882,206590100300198182,32.40903649137989,-91.85694608004856,0.6282525,-4.1152287,-1.38,-0.03,1.34,3.84,4.74,1,0
255883,206590100300198183,32.40867252508991,-91.8565180571379,-0.16145965,-4.382037,-1.26,-0.07,1.12,3.36,4.22,1,0
255884,206590100300198184,32.40830772865442,-91.85608951598596,0.27459824,-4.282131,-1.41,-0.11,1.12,3.62,4.55,1,0
255885,206590100300198185,32.40794318438121,-91.85566115140304,0.25464344,-4.414137,-1.12,0.14,1.45,3.8,4.66,1,0
255886,206590100300198186,32.407578643310124,-91.85523280616833,0.16119932,-4.2834797,-1.3,0.0,1.3,3.58,4.44,1,0
255887,206590100300198187,32.40721402644476,-91.85480443009223,0.108217075,-4.1497107,-1.41,-0.18,1.04,3.32,4.25,1,0
255888,206590100300198188,32.40684941290697,-91.85437607582978,-0.030816449,-4.4007945,-1.15,0.03,1.23,3.54,4.36,1,0
255889,206590100300198189,32.40648427055113,-91.85394740439091,0.5641693,-3.9178596,-1.56,-0.22,1.04,3.58,4.48,1,0
255890,206590100300198190,32.406119681907384,-91.85351911069628,0.21115205,-4.3455772,-1.23,0.0,1.19,3.66,4.55,1,0
255891,206590100300198191,32.40575484402105,-91.8530906818717,0.14875005,-4.407979,-1.19,0.0,1.26,3.69,4.55,1,0
255892,206590100300198192,32.405390098994694,-91.8526623397383,-0.15579902,-4.301676,-1.41,-0.14,1.0,3.28,4.14,1,0
255893,206590100300198193,32.405025023879176,-91.85223381305362,-0.05696056,-4.800441,-1.23,0.07,1.38,3.88,4.74,1,0
255894,206590100300198194,32.404659998306165,-91.85180534762635,-0.145057,-5.0379386,-1.15,0.0,1.23,3.84,4.89,1,0
255896,206590100300198196,32.40393011560669,-91.8509486167379,-0.92770976,-5.521789,-1.26,0.0,1.23,3.62,4.59,1,0
255897,206590100300198197,32.40356464734452,-91.85051995688221,-0.66711414,-5.2611938,-1.53,-0.14,1.15,3.62,4.59,1,0
255898,206590100300198198,32.403199313669084,-91.85009140667148,-0.71952504,-5.6124063,-1.08,0.18,1.53,3.99,4.89,1,0
255899,206590100300198199,32.40283384415767,-91.84966279040718,-0.65802586,-5.4015064,-1.34,-0.03,1.26,3.77,4.74,1,0
255900,206590100300198200,32.402468679350264,-91.84923438731029,-1.1580994,-5.5280776,-1.3,-0.11,1.0,3.36,4.36,1,0
255901,206590100300198201,32.402103125351914,-91.84880574971872,-1.139095,-5.5837736,-1.38,-0.14,1.04,3.47,4.44,1,0
255902,206590100300198202,32.40173736103104,-91.8483769890747,-0.8718087,-5.5032387,-1.3,0.03,1.38,3.77,4.63,1,0
255903,206590100300198203,32.40137223566413,-91.84794864651346,-1.6641347,-5.436509,-1.41,-0.22,0.89,2.95,3.77,1,0
255904,206590100300198204,32.40099439207488,-91.84751216512718,17.179892,-7.9941726,8.36,16.39,20.13,24.05,25.17,1,0
255905,206590100300198205,32.40062759955011,-91.84708276243008,18.84533,0.73046225,-0.74,4.14,10.71,16.95,18.11,1,0
255906,206590100300198206,32.40026189064282,-91.84665405314357,18.780773,-6.2438893,11.05,16.5,19.83,23.86,25.02,1,0
255907,206590100300198207,32.39989565403487,-91.8462250021589,19.488037,-8.711398,1.97,9.86,19.27,27.11,28.19,1,0
255908,206590100300198208,32.399530741496385,-91.84579679198906,18.104446,-3.4092948,4.96,11.65,15.53,20.24,21.51,1,0
255909,206590100300198209,32.399176570485224,-91.84537545082541,0.05120758,-4.3561215,-1.41,-0.18,0.93,3.21,4.4,1,0
255910,206590100300198210,32.398811082220945,-91.84494684860421,-0.5003739,-4.5342007,-1.38,-0.22,0.85,3.02,4.03,1,0
255911,206590100300198211,32.398444998293655,-91.84451784849968,-0.15001203,-4.3705897,-1.56,-0.26,0.97,3.21,4.22,1,0
255912,206590100300198212,32.39807917258379,-91.84408899432562,-0.21355654,-4.4341345,-1.45,-0.18,1.0,3.17,4.22,1,0
255913,206590100300198213,32.39771351254178,-91.8436602234932,-0.54185706,-4.2768817,-1.56,-0.29,0.82,2.83,3.73,1,0
255914,206590100300198214,32.39734779843811,-91.8432313923333,-0.7877193,-4.821546,-1.3,-0.14,0.93,3.06,4.03,1,0
255915,206590100300198215,32.396982134792076,-91.84280256526137,-1.1049263,-5.0640526,-1.53,-0.26,0.89,2.95,3.95,1,0
255916,206590100300198216,32.39661577457233,-91.84237325929327,-0.334411,-5.451395,-1.15,0.11,1.49,4.14,5.11,1,0
255917,206590100300198217,32.39624992961894,-91.841944248182,-0.34426486,-5.3491983,-1.19,0.11,1.45,4.07,5.0,1,0
255918,206590100300198218,32.39588411256874,-91.84151521656064,-0.37372425,-5.4533587,-1.26,0.03,1.38,4.03,5.07,1,0
255919,206590100300198219,32.395518376673095,-91.8410861954944,-0.49870428,-5.653039,-1.34,0.03,1.45,4.18,5.15,1,0
255920,206590100300198220,32.39515338425561,-91.84065760863463,-1.7377466,-5.659523,-1.3,-0.14,0.93,2.98,3.92,1,0
255921,206590100300198221,32.39477564881515,-91.84022082181063,16.798279,-6.022727,-0.85,0.56,3.32,21.36,22.82,1,0
255922,206590100300198222,32.39440619808748,-91.83978930240623,22.544144,-6.290252,0.44,13.74,21.7,27.52,28.83,1,0
255923,206590100300198223,32.39404261844386,-91.83936150759813,19.241386,-6.231487,-0.52,1.26,16.77,24.24,25.47,1,0
255924,206590100300198224,32.393679120765995,-91.83893373356936,15.860527,-4.8688645,-0.67,1.0,8.51,19.27,20.72,1,0
255925,206590100300198225,32.3933247933741,-91.8385118013823,-1.6738505,-5.4462266,-1.15,-0.11,0.89,2.91,3.77,1,0
255926,206590100300198226,32.39295997354553,-91.83808312596327,-2.8984654,-6.5587907,-1.23,-0.14,0.85,2.8,3.66,1,0
255927,206590100300198227,32.39259434154404,-91.83765390710339,-2.807225,-6.5422506,-1.41,-0.26,0.82,2.8,3.73,1,0
255928,206590100300198228,32.39222878010649,-91.83722471349722,-2.7620754,-6.683852,-1.41,-0.22,0.89,2.98,3.92,1,0
255929,206590100300198229,32.39186325050849,-91.8367955221679,-2.7021534,-6.7733316,-1.23,-0.11,0.97,3.13,4.07,1,0
255930,206590100300198230,32.391497779604904,-91.83636635362481,-2.664529,-6.7730575,-1.23,-0.07,1.08,3.24,4.1,1,0
255931,206590100300198231,32.391132408079265,-91.83593723627683,-2.7099857,-6.631763,-1.26,-0.14,0.93,2.98,3.92,1,0
255932,206590100300198232,32.390766940644276,-91.83550805006237,-2.5272467,-6.6731253,-1.3,-0.14,0.97,3.17,4.14,1,0
255933,206590100300198233,32.390401927246884,-91.83507914653285,-2.9736042,-6.7459803,-1.41,-0.22,0.82,2.87,3.77,1,0
255934,206590100300198234,32.39003594577622,-91.83464962085255,-1.8361084,-6.504891,-1.41,-0.14,1.0,3.51,4.66,1,0
255935,206590100300198235,32.38967102788241,-91.83422077486289,-2.2622173,-6.520147,-1.3,-0.11,1.04,3.28,4.25,1,0
255936,206590100300198236,32.38930604842716,-91.83379189166868,-2.5045571,-6.7251368,-1.26,-0.14,0.97,3.21,4.22,1,0
255937,206590100300198237,32.38893512332386,-91.83335920777674,6.5547123,-6.6672797,-1.04,0.41,2.27,12.06,13.22,1,0
255938,206590100300198238,32.38857491890352,-91.83293339467987,-0.89542395,-5.0786533,-1.53,-0.26,0.97,3.21,4.18,1,0
255939,206590100300198239,32.38820515130248,-91.83250147032557,6.563927,-5.462857,-0.48,1.6,5.78,10.75,12.02,1,0
255940,206590100300198240,32.38783890493761,-91.83207181354521,8.670486,1.1257335,-3.88,-0.93,1.6,6.34,7.54,1,0
255941,206590100300198241,32.38747969679318,-91.83164667800679,-0.020045903,-4.5394273,-1.38,-0.14,1.04,3.47,4.51,1,0
255942,206590100300198242,32.387114848267856,-91.83121795156713,0.13461433,-3.787163,-1.41,-0.22,0.93,3.02,3.92,1,0
422664,206590200300206180,32.549731234146286,-92.02965919450517,2.4308465,-7.7324533,-0.78,0.93,3.21,8.78,10.16,1,0
422665,206590200300206181,32.5493648543749,-92.02922780112395,7.540804,-8.003066,4.89,8.22,10.57,14.27,15.54,1,0
422666,206590200300206182,32.54899622009345,-92.02879489184802,16.36744,-7.0604606,5.6,10.64,14.04,21.97,23.42,1,0
422667,206590200300206183,32.54862860166068,-92.02836255579453,23.50861,-4.403098,1.49,17.82,22.9,26.75,27.91,1,0
422668,206590200300206184,32.54826748839879,-92.02793429669389,19.889433,-6.3034806,9.11,18.45,21.26,25.07,26.19,1,0
422669,206590200300206185,32.547905155929385,-92.02750517636714,18.253962,-6.817999,11.06,16.92,19.5,23.65,25.07,1,0
422670,206590200300206186,32.547541363668856,-92.02707504304641,18.989548,-5.9329515,-0.33,1.75,17.44,23.83,24.92,1,0
422671,206590200300206187,32.547179001610594,-92.02664575289997,17.324081,-5.9543557,12.33,16.55,18.75,22.15,23.27,1,0
422672,206590200300206188,32.546817186818544,-92.02621674832929,14.70641,-5.1344395,3.43,10.68,14.98,18.75,19.84,1,0
422673,206590200300206189,32.546453428467316,-92.02578644572081,15.243253,0.14776643,-2.61,0.14,5.64,13.75,15.09,1,0
422674,206590200300206190,32.54609008949829,-92.02535636191331,15.025437,-4.740682,2.01,6.35,12.51,18.53,19.76,1,0
422675,206590200300206191,32.545722646095,-92.0249236139675,21.514654,-4.491431,11.54,16.25,20.06,24.77,26.0,1,0
422676,206590200300206192,32.545364016529525,-92.02449646610201,13.386441,-4.2125044,-0.03,2.61,7.02,16.14,17.59,1,0
422677,206590200300206193,32.545008571335906,-92.02407132821872,-0.07418076,-4.333798,-1.3,-0.11,1.0,3.25,4.25,1,0
422678,206590200300206194,32.54464477966213,-92.02364083802875,0.15444472,-4.030442,-1.34,-0.14,1.0,3.17,4.18,1,0
422679,206590200300206195,32.54428081108148,-92.02321022526338,0.5864335,-3.7105486,-1.38,-0.14,0.97,3.25,4.29,1,0
422680,206590200300206196,32.54391679823589,-92.02277958191293,0.9949825,-3.0778093,-1.38,-0.18,0.93,3.1,4.07,1,0
422681,206590200300206197,32.54355267797554,-92.02234887514592,1.4782703,-2.5571563,-1.53,-0.26,0.89,3.06,4.03,1,0
422682,206590200300206198,32.543188637365695,-92.02191823251606,1.7226162,-2.5370007,-1.38,-0.18,0.97,3.21,4.25,1,0
422683,206590200300206199,32.54282516651718,-92.02148797522257,0.91347665,-2.8603945,-1.3,-0.14,0.93,2.91,3.77,1,0
422684,206590200300206200,32.54244951764536,-92.021049964333,20.080706,-3.8702989,-0.93,0.48,5.08,22.19,23.95,1,0
422685,206590200300206201,32.54208637029261,-92.02061997944129,18.494406,-6.502821,5.67,10.46,16.62,23.87,24.99,1,0
422687,206590200300206203,32.54135710161972,-92.01975824819702,19.826117,-3.5644124,0.03,2.98,14.31,22.15,23.39,1,0
422688,206590200300206204,32.54099645051189,-92.01933001410335,13.709045,-3.3667874,-0.44,1.68,6.76,15.88,17.07,1,0
422689,206590200300206205,32.5406368991707,-92.01890254944877,5.6268415,-3.1165829,-0.78,0.37,2.01,7.84,8.74,1,0
422690,206590200300206206,32.54026374262782,-92.01846641877364,19.69542,-3.3961883,3.58,9.49,15.73,21.97,23.09,1,0
422691,206590200300206207,32.53989756070956,-92.0180348274806,22.093428,-2.6422434,3.4,12.7,17.89,23.42,24.73,1,0
422692,206590200300206208,32.5395352353184,-92.01760579152746,17.962664,-4.3816442,7.8,13.78,17.33,21.26,22.34,1,0
422693,206590200300206209,32.539170701509136,-92.01717544229497,17.302773,-3.6216626,4.67,9.56,13.04,19.24,20.92,1,0
422694,206590200300206210,32.53879714153643,-92.016739423459,31.371191,-4.34981,20.77,27.38,30.97,34.33,35.72,1,0
422695,206590200300206211,32.53843157560092,-92.01630859840097,32.105297,-4.32564,22.0,27.91,31.38,35.19,36.43,1,0
422696,206590200300206212,32.538067052687175,-92.01587851356739,31.000326,11.084746,6.68,13.52,15.88,18.68,19.91,1,0
422697,206590200300206213,32.537706340169095,-92.01545092446098,23.51358,-3.8002832,0.29,5.97,15.88,25.96,27.31,1,0
422698,206590200300206214,32.53733775613378,-92.01501835502704,28.946613,-5.914994,3.13,5.45,26.04,33.62,34.86,1,0
422699,206590200300206215,32.53697235676291,-92.01458785658727,29.078758,-1.8968827,0.74,9.6,24.32,29.66,30.97,1,0
422700,206590200300206216,32.536610118080354,-92.01415940141867,23.97421,-2.6670823,-1.34,0.26,2.16,25.25,26.64,1,0
422701,206590200300206217,32.53624289988284,-92.01372777633651,27.089771,-1.3076798,3.13,18.71,23.39,27.16,28.39,1,0
422702,206590200300206218,32.53587619662722,-92.01329648006984,29.385403,-1.4407791,1.12,4.67,21.85,29.59,30.82,1,0
422703,206590200300206219,32.535510167211406,-92.012865600561,30.619875,0.5036288,1.15,11.39,22.49,28.88,30.11,1,0
422704,206590200300206220,32.53514556515299,-92.01243560763109,29.57644,-0.05406002,1.3,15.5,23.65,28.39,29.63,1,0
422705,206590200300206221,32.53477997256735,-92.01200494361576,30.26805,0.0023409033,0.63,8.7,21.82,29.1,30.26,1,0
422706,206590200300206222,32.534415928445625,-92.01157521803239,28.529129,-1.1387379,-0.03,5.11,19.95,28.02,29.66,1,0
422707,206590200300206223,32.53404933230579,-92.01114380060761,31.155106,-0.56784105,6.57,22.45,26.34,30.6,31.72,1,0
422708,206590200300206224,32.533685894818476,-92.01071432500694,28.74078,-0.44134197,2.76,16.36,24.1,27.98,29.18,1,0
422709,206590200300206225,32.5333228211189,-92.01028499349809,25.923235,-1.9884741,1.94,13.07,20.96,26.6,27.91,1,0
422710,206590200300206226,32.53295787872227,-92.00985436846209,26.413559,-3.0674837,0.41,7.32,20.81,28.21,29.48,1,0
422711,206590200300206227,32.53259399371018,-92.00942430632249,25.40639,-6.2418275,3.88,6.98,19.35,30.0,31.64,1,0
422712,206590200300206228,32.53223382812399,-92.00899649503765,18.533175,-3.6990428,-0.56,1.56,5.3,20.62,22.23,1,0
422713,206590200300206229,32.53186826300497,-92.0085650969553,20.865452,-2.1887972,-1.0,0.63,3.25,21.11,23.05,1,0
422714,206590200300206230,32.53150195834759,-92.00813307694686,24.739698,-6.609597,5.6,12.85,20.21,29.63,31.34,1,0
422715,206590200300206231,32.5311362347676,-92.00770126605327,28.0002,-1.2940164,7.92,15.28,21.48,28.09,29.29,1,0
422716,206590200300206232,32.530781314841285,-92.00727618110533,13.802182,-1.9658774,-0.26,2.65,6.8,14.34,15.76,1,0
422717,206590200300206233,32.53042211363959,-92.00684818496384,7.0948205,-5.273018,-0.7,0.59,3.13,11.32,12.36,1,0
422718,206590200300206234,32.53006052880044,-92.00641851148224,4.8361206,-5.887654,0.26,2.91,6.5,9.9,10.72,1,0
422719,206590200300206235,32.5296994348097,-92.00598897238093,2.1464324,-2.8604867,-0.85,0.22,1.53,3.88,5.0,1,0
422720,206590200300206236,32.529335759419325,-92.0055576184305,4.058727,-3.3769214,-1.0,0.48,2.98,6.35,7.43,1,0
422721,206590200300206237,32.52897427734998,-92.00512751494003,2.666295,-4.134147,-1.04,0.14,1.53,5.86,6.8,1,0
422723,206590200300206239,32.52825369499434,-92.00426843567134,-3.2329555,-7.2683825,-1.27,-0.11,0.93,3.06,4.03,1,0
422724,206590200300206240,32.52789198106199,-92.00383782116748,-3.4867313,-7.3353324,-1.34,-0.18,0.89,2.91,3.84,1,0
422725,206590200300206241,32.527530095368554,-92.00340700446375,-3.2704713,-7.4179926,-1.34,-0.14,0.97,3.17,4.14,1,0
422726,206590200300206242,32.52716647002349,-92.00297499952617,-0.027173849,-7.23863,-1.15,0.0,1.23,5.82,7.21,1,0
422727,206590200300206243,32.52680633852409,-92.00254516350363,-2.4213889,-7.4656715,-1.3,-0.03,1.19,3.88,5.04,1,0
422728,206590200300206244,32.52644477113375,-92.00211436298157,-2.3512197,-7.1339464,-1.23,0.0,1.27,3.77,4.78,1,0
422729,206590200300206245,32.52608357794755,-92.00168376761566,-2.836617,-7.320423,-1.27,-0.03,1.19,3.58,4.48,1,0
422730,206590200300206246,32.525721921708374,-92.00125285920275,-2.522836,-7.0440073,-1.3,-0.03,1.23,3.58,4.52,1,0
422731,206590200300206247,32.52536027829698,-92.0008219544816,-2.231614,-7.0143404,-1.34,-0.03,1.27,3.81,4.78,1,0
422732,206590200300206248,32.52499874254134,-92.00039112954794,-2.1482983,-6.893659,-1.38,-0.07,1.23,3.81,4.74,1,0
422733,206590200300206249,32.52463752737109,-91.99996053483095,-2.6556525,-7.139458,-1.3,-0.11,1.08,3.47,4.48,1,0
422734,206590200300206250,32.52427551577873,-91.99952947200828,-1.9423152,-6.8745008,-1.41,-0.11,1.19,3.88,4.93,1,0
422735,206590200300206251,32.52391411427432,-91.99909885405225,-2.358978,-6.880148,-1.41,-0.11,1.12,3.54,4.52,1,0
422736,206590200300206252,32.52355210757949,-91.9986679195585,-1.9324647,-6.902015,-1.12,0.11,1.41,3.99,4.96,1,0
422737,206590200300206253,32.52319034420378,-91.99823722475706,-2.0948505,-6.728115,-1.49,-0.11,1.27,3.69,4.63,1,0
422738,206590200300206254,32.522828525806815,-91.99780659331958,-2.3864214,-6.8328605,-1.3,-0.07,1.15,3.43,4.44,1,0
422739,206590200300206255,32.52246628228823,-91.99737580460136,-2.2256691,-6.9336634,-1.41,-0.11,1.19,3.69,4.7,1,0
422740,206590200300206256,32.52210426550704,-91.99694528953316,-2.7188208,-7.2399898,-1.41,-0.11,1.15,3.54,4.52,1,0
422741,206590200300206257,32.52174158175906,-91.9965144911821,-2.426017,-7.3208365,-1.38,-0.11,1.12,3.77,4.89,1,0
422742,206590200300206258,32.521379462577784,-91.99608420932378,-3.3967428,-7.394801,-1.34,-0.14,0.93,3.06,3.99,1,0
422743,206590200300206259,32.52101601704742,-91.9956532342519,-2.5073113,-7.02848,-1.3,-0.07,1.15,3.54,4.52,1,0
422744,206590200300206260,32.520652942598595,-91.9952226462279,-2.5353959,-7.0565643,-1.41,-0.11,1.12,3.54,4.52,1,0
422745,206590200300206261,32.5202899356703,-91.99479224769995,-2.95997,-7.3316784,-1.34,-0.07,1.12,3.43,4.37,1,0
422746,206590200300206262,32.51992464412574,-91.99436053249002,0.11582585,-7.245085,-1.41,-0.07,1.27,5.67,7.36,1,0
422747,206590200300206263,32.51955373327088,-91.99392537027039,12.217444,1.157396,-0.33,2.91,5.56,9.71,11.06,1,0
422748,206590200300206264,32.51919050736619,-91.9934952456024,11.412892,-7.381717,0.0,3.47,12.1,17.52,18.79,1,0
422749,206590200300206265,32.51882714677187,-91.9930651645852,10.622317,-6.22931,1.83,7.39,11.47,15.73,16.85,1,0
422750,206590200300206266,32.51847119668053,-91.9926399381771,-2.5801392,-6.9144826,-1.19,-0.11,0.97,3.32,4.33,1,0
422751,206590200300206267,32.51809901475701,-91.9922044752139,10.8235,-6.6259685,-0.67,1.12,5.82,16.06,17.44,1,0
422752,206590200300206268,32.517733842072296,-91.99177360257063,12.515861,-5.606178,0.37,6.01,10.53,16.7,18.12,1,0
422753,206590200300206269,32.51737832978736,-91.99134900851605,-1.8538035,-5.8144965,-1.27,-0.14,0.93,3.02,3.96,1,0
422754,206590200300206270,32.51701421938283,-91.99091903657681,-2.1527605,-6.3002787,-1.27,-0.14,0.93,3.13,4.14,1,0
422755,206590200300206271,32.516650319640696,-91.99048930437424,-2.8894758,-6.7007084,-1.19,-0.11,0.93,2.95,3.81,1,0
422756,206590200300206272,32.5162860130664,-91.99005941370305,-3.0260944,-6.9494224,-1.34,-0.18,0.93,2.98,3.92,1,0
422757,206590200300206273,32.51592141115361,-91.98962943133125,-2.7276824,-6.94993,-1.41,-0.18,0.93,3.13,4.22,1,0
422758,206590200300206274,32.51555692139585,-91.98919961414876,-2.644317,-7.016025,-1.34,-0.11,1.08,3.32,4.37,1,0
422759,206590200300206275,32.5151925648565,-91.98876997124918,-2.7914348,-6.8642225,-1.53,-0.26,0.89,3.1,4.07,1,0
422760,206590200300206276,32.51482815374205,-91.98834037761705,-2.843205,-6.803898,-1.34,-0.18,0.93,3.06,3.96,1,0
422761,206590200300206277,32.51446363257875,-91.98791079419307,-2.6870644,-6.7972174,-1.34,-0.18,0.93,3.1,4.11,1,0
422762,206590200300206278,32.51409920195039,-91.98748134573759,-2.6321242,-6.779642,-1.34,-0.14,0.97,3.13,4.14,1,0
422763,206590200300206279,32.51373476882548,-91.98705196789155,-2.5075955,-6.9166684,-1.56,-0.22,1.0,3.32,4.4,1,0
422764,206590200300206280,32.513370564457766,-91.98662280443008,-2.674547,-6.7099695,-1.49,-0.26,0.85,2.98,4.03,1,0
422765,206590200300206281,32.51300663763022,-91.98619388277757,-3.192435,-7.1904926,-1.34,-0.14,0.97,3.06,3.99,1,0
422766,206590200300206282,32.51264220381478,-91.98576469743074,-2.7523706,-6.825158,-1.38,-0.18,0.93,3.1,4.07,1,0
422767,206590200300206283,32.512278099490615,-91.98533577537918,-2.7357295,-6.808517,-1.45,-0.22,0.93,3.06,4.07,1,0
422768,206590200300206284,32.51191412752582,-91.98490698343348,-2.8277607,-6.863183,-1.45,-0.22,0.97,3.1,4.03,1,0
422769,206590200300206285,32.51155006748721,-91.98447817328751,-2.6759417,-6.860824,-1.38,-0.14,1.0,3.21,4.18,1,0
422770,206590200300206286,32.51118609769685,-91.98404945174755,-2.5832677,-6.730785,-1.23,-0.07,1.0,3.25,4.14,1,0
422771,206590200300206287,32.510822111560934,-91.98362074172827,-2.3892968,-6.611544,-1.38,-0.14,1.0,3.21,4.22,1,0
422772,206590200300206288,32.51045800970265,-91.98319197286159,-1.9390119,-6.3854494,-1.38,-0.14,1.04,3.36,4.44,1,0
422773,206590200300206289,32.51009461525501,-91.98276366275755,-2.6006947,-6.5240216,-1.56,-0.29,0.82,2.91,3.92,1,0
422774,206590200300206290,32.509730690983,-91.9823350141719,-2.3455179,-6.5304,-1.3,-0.14,0.97,3.21,4.18,1,0
422775,206590200300206291,32.5093609088392,-91.98190262021272,7.603052,-6.5956545,-1.12,0.33,2.27,12.92,14.19,1,0
422776,206590200300206292,32.50900269675484,-91.98147759305463,-1.506844,-6.663216,-1.23,0.03,1.34,4.07,5.15,1,0
422777,206590200300206293,32.5086389991097,-91.98104904205263,-1.561517,-6.755254,-1.41,-0.07,1.3,4.03,5.19,1,0
422778,206590200300206294,32.508275460566466,-91.98062056151146,-1.8794814,-7.0732183,-1.27,0.0,1.27,4.07,5.19,1,0
422779,206590200300206295,32.50791208914663,-91.98019214892444,-2.4848728,-7.080769,-1.41,-0.11,1.15,3.58,4.59,1,0
422780,206590200300206296,32.507548756575524,-91.97976371472616,-3.1773117,-7.511653,-1.27,-0.07,1.15,3.4,4.33,1,0
422781,206590200300206297,32.50718435830335,-91.97933454650952,-2.1464481,-7.5643744,-1.19,0.03,1.3,4.25,5.41,1,0
422782,206590200300206298,32.5068209259228,-91.97890593359624,-2.750999,-7.047975,-1.49,-0.22,0.97,3.21,4.29,1,0
422783,206590200300206299,32.50645727376115,-91.97847711029512,-3.0514848,-7.124271,-1.38,-0.18,0.97,3.1,4.07,1,0
